NSE,KGE,RMSE,R2,lake
NaN,NaN,NaN,NaN,kilpisjarvi
-466.953080729241,-466.9545045998978,4.889548616228631,-466.95304623773995,kinneret
NaN,NaN,NaN,NaN,kivu
-25.3829515307208,-25.652666434457718,1.0310736898230777,-25.382951490941466,klicava
0.5750624951524936,0.4157205147500864,2.4345842345604556,0.5750624984074036,kuivajarvi
0.37710392805369286,0.08169072123082366,2.4572123254963247,0.37710389474765527,langtjern
0.5782245772805295,0.41020635375985437,1.956736470002012,0.57822457132148,laramie
-184235.50196542573,-184235.6629190418,0.46873081719079124,-184235.51762457608,lowerzurich
0.7917829355310112,0.5775389165659508,2.044536396600247,0.7917829294303487,fallingcreek
-89.81512165012109,-89.88952284591207,5.108407630596997,-89.81511156694758,feeagh
0.2457909434388058,0.19407760409049102,1.82668098036843,0.2457909732783683,fish
-20.835105434600464,-20.85306488929119,4.207230424612843,-20.835104383215732,great
-668.8564634319919,-669.3081512156308,1.1565027791696139,-668.8564683139078,green
NaN,NaN,NaN,NaN,harp
-0.11386679217920648,-0.3215482436103101,2.685768258080902,-0.11386687656661376,hassel
NaN,NaN,NaN,NaN,hulun
-0.13473601167340332,-0.18707753641808322,2.049526721175356,-0.13473603084451025,crystalbog
0.829555187898588,0.7147828711666285,3.09539680174269,0.8295551852297579,crystallake
-2.1530128112875624,-2.260312141386381,5.01979133440618,-2.153013020559942,delavan
0.43647042765407695,0.2533169319999232,2.042930701540958,0.4364704102704744,dickie
-18.793831057928525,-19.078134780102392,1.7435754103261292,-18.793832691404845,eagle
NaN,NaN,NaN,NaN,ekoln
NaN,NaN,NaN,NaN,erken
NaN,NaN,NaN,NaN,esthwaitewater
-31.787917429518288,-31.890438668190647,0.94005079823649,-31.787918600640815,arendsee
NaN,NaN,NaN,NaN,argyle
-5686.049470884046,-5686.179510203191,1.772125094733233,-5686.049276515223,biel
-2.0226235372958286,-2.0939077097572896,3.179803934878468,-2.022623537494818,bigmuskellunge
NaN,NaN,NaN,NaN,bosumtwi
0.907973773769121,0.8070612307125364,1.7306843172955118,0.9079737767224638,bryrup
-8.237091543269901,-8.298722353512584,7.233068649851547,-8.237092182058827,burleygriffin
NaN,NaN,NaN,NaN,chao
-26.08751247843706,-26.19568258370741,4.966659403715992,-26.087514819752343,mendota
-12.036703283515772,-12.115190267388495,5.996577155387452,-12.03670304931162,monona
NaN,NaN,NaN,NaN,mozhaysk
NaN,NaN,NaN,NaN,mtbold
0.5558777248568569,0.46554573568923197,4.110477710471239,0.555877744602528,mueggelsee
-622.881439186282,-623.0260967542243,1.9555172993074494,-622.8814371499694,murten
-1526204.6556267547,-1526204.8448251062,1.322196371284815,-1526204.7458411134,neuchatel
-51.641525484974316,-52.064452251139265,2.0097043031059756,-51.64152756566994,ngoring
0.5603240280114115,0.2579723381681063,3.7086481866436567,0.5603240305884024,nohipalomustjaerv
0.4229020455035263,0.06092076960074533,3.1118227775631535,0.4229020374744408,nohipalovalgejaerv
-1.4878584944492013,-1.545184885274531,1.6512208170724294,-1.4878582310192976,okauchee
NaN,NaN,NaN,NaN,paaijarvi
NaN,NaN,NaN,NaN,rappbode
-17.202841621689277,-17.386811248811334,0.7154081326934848,-17.20284303500759,rimov
NaN,NaN,NaN,NaN,rotorua
-31.169198010513746,-31.18772496632863,3.2182118746837634,-31.169199617019338,sammamish
-100.75399603427753,-100.80539521646465,3.4319237164476397,-100.75398967853863,sau
-22.29117536503651,-22.383321834568623,3.1584608144165314,-22.291175059232376,scharmutzelsee
0.5117387131551606,0.42374357230692883,1.3455405043789312,0.5117387277234752,sparkling
-124.42027158064236,-124.66270270389434,0.6666999989020694,-124.42027301138025,stechlin
NaN,NaN,NaN,NaN,sunapee
NaN,NaN,NaN,NaN,tahoe
-12623.296703193564,-12623.297321851689,3.529348567908345,-12623.295809556983,tarawera
NaN,NaN,NaN,NaN,thun
-92.23956182632332,-92.54307571473939,1.217536932981365,-92.23956391310723,toolik
-0.37170129384749884,-0.7088775551935338,7.967146206347752,-0.37170128232343,troutbog
-108.9301338570069,-109.09431082489714,3.66764269310681,-108.93013939783154,troutlake
-2.0960763468816705,-2.114158522318199,1.7838199161793236,-2.0960762930540335,twosisters
-1.3456667380576333,-1.669728708054075,5.085784544282383,-1.3456666992194637,vendyurskoe
0.7863071345849015,0.6462864717878665,3.3174915116237718,0.7863071362704473,vortsjaerv
-219.27397405757088,-219.28108085002185,3.421987177207207,-219.27395968704502,washington
0.8513551188194205,0.7393070856896118,2.392455653208593,0.851355118599726,allequash
NaN,NaN,NaN,NaN,alqueva
0.2959727508891644,0.22530554776420986,1.7357514865898112,0.29597271910805567,annie
-4.94754752521791,-4.984968957169322,1.206530457715428,-4.94754745425364,blackoak
NaN,NaN,NaN,NaN,windermere
0.7148520760307394,0.6162259725892736,3.8461302186134776,0.7148520845293018,wingra
-43.60607007425304,-43.73866533513736,3.687305086205416,-43.60606767271921,zlutice
-313969.62371348345,-313969.76239773096,0.5549426811042999,-313969.6298895696,zurich
